"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53",0.188304721030043,0.500519417792072,0.355269296453243,1.19694218605993,701,31,"6924;7296;50484;4869;834;5052;3725;637;4683;5435;51499;1386;1026;843"
"REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",0.193776753375041,0.501539832264812,-0.433100366524968,-1.23260494052561,1176,20,"1004;1003;1001;1508;999;59;1015;81607"
"REACTOME_GLYCOSAMINOGLYCAN_METABOLISM",0.192194600374232,0.501539832264812,0.364712977325354,1.19639615134775,718,28,"6482;2720;411;9394;1463;9953;80146;2683;6385"
"REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_PATHWAY",0.199307616221563,0.509856692659812,0.428410238791291,1.21961928460642,805,16,"23586;5045;929;1956"
"REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS",0.21685173089484,0.526414697635302,-0.410504906727707,-1.19525529836902,1327,22,"50856;94025;6361;10462;30835;338339;64581"
"REACTOME_CELLULAR_SENESCENCE",0.217614052207856,0.526414697635302,0.441013420920585,1.20813945380685,891,14,"5601;3725;3569;4683;3576;1026;7157;1051;5608"
"REACTOME_PHOSPHOLIPID_METABOLISM",0.216835504100338,0.526414697635302,0.477588640514714,1.21636173820815,898,11,"5320;23659"
"REACTOME_RAC3_GTPASE_CYCLE",0.219798657718121,0.526414697635302,-0.444358951628916,-1.20836727639618,1309,17,"4162;3688;1829;347902;1969"
"REACTOME_SIGNALING_BY_INSULIN_RECEPTOR",0.209880749574106,0.526414697635302,-0.494574409438894,-1.22459267745517,1231,12,"8074;2250;2263;2323"
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX",0.220647773279352,0.526414697635302,-0.458344476902913,-1.20647630992898,1307,15,"7049;3685;3688;7048;3694;25805"
"REACTOME_SYNDECAN_INTERACTIONS",0.222529849454923,0.526414697635302,-0.518160664624736,-1.21580136913578,1285,10,"3685;3688;1277;3693;3371"
"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS",0.225629791894852,0.528069725711356,0.333413845614273,1.14998705502809,823,35,"3627;6373;51083;5534;6352;2919;10563;2921;351"
"REACTOME_BACTERIAL_INFECTION_PATHWAYS",0.239326665040254,0.548456940717248,0.432287930801997,1.18423630626983,980,14,"5045;7296;2634;2023;4233"
"REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION",0.239025566811384,0.548456940717248,0.467463954553818,1.19057536146155,990,11,"5045;410;411"
"REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL",0.242401668653159,0.549776980450463,-0.313640583202096,-1.13293756791046,1626,63,"7087;3688;3695;146894;911;11126;4267;56654;81035;146722;999;6441;1277;947;945;3689;79865;3820;9437;4345;3903"
"REACTOME_SEMAPHORIN_INTERACTIONS",0.245485519591141,0.551089941939297,-0.47952260786056,-1.18732361208592,1440,12,"3688;8829;2064"
"REACTOME_SIGNALING_BY_VEGF",0.248040496407577,0.551201103127948,-0.399462800936926,-1.16310431738127,1518,22,"3685;8829;1003;558"
"REACTOME_CO_INHIBITION_BY_PD_1",0.256150506512301,0.557951598343626,0.45833258378563,1.16731884093827,1061,11,"84661;29126;3725;2354"
"REACTOME_INTERLEUKIN_10_SIGNALING",0.255920344456405,0.557951598343626,0.340325978124129,1.13766502551866,950,30,"3627;1435;3557;3606;6347;7124;3569;6352;2919"
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",0.259906558228067,0.560582772648772,-0.502029068453218,-1.17795052855551,1501,10,"1830;1829;999"
"REACTOME_SIGNALING_BY_EGFR",0.270904645476773,0.578631281600874,0.432026992446699,1.15562744396243,1107,13,"26018;1956;5829;10253;55824;1950;9146"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1",0.280800195169554,0.594000412858671,0.41668156726526,1.14148326832412,1150,14,"3458;84661;3977;1514"
"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING",0.283820073850285,0.594670630924407,-0.426814343649963,-1.14325695749287,1690,16,"3480;7039;4316;2069;4314;4318;2309"
"REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_LUMINAL_EPITHELIAL_CELLS",0.286712095400341,0.595062839510141,-0.464208032925936,-1.14940390583877,1682,12,"3688;2064;7039;999;3815;4072"
"REACTOME_DEUBIQUITINATION",0.296741854636591,0.604474148333798,0.379331246973052,1.11501716973526,1183,18,"23586"
"REACTOME_SIGNALING_BY_PDGF",0.296308724832215,0.604474148333798,-0.416010869430285,-1.13127893429832,1765,17,"7060;1297;1293;5159;1282;7058"
"REACTOME_DRUG_ADME",0.299585264698707,0.604667506731335,0.409857438938029,1.1227888289287,1227,14,"1066;100;95;2678;3290;2938"
"REACTOME_RET_SIGNALING",0.306627444194497,0.613254888388995,-0.484654410955346,-1.13718299482256,1771,10,"2676;2675"
"REACTOME_APOPTOTIC_EXECUTION_PHASE",0.311646174863388,0.617677103332841,-0.467859516210664,-1.13025967263968,1824,11,"1830;1829;999"
"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES",0.316829143150334,0.622342959759584,0.357808610696078,1.09677925097851,1234,21,"7296;6470;8942;51540;189;191;5860;883;1615"
"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS",0.321835803876853,0.626582980999183,0.294671202830013,1.07521452819292,1128,45,"3627;6354;6373;84432;51083;6347;5020;6352;2919;10563;2921;351"
"REACTOME_DEVELOPMENTAL_LINEAGES_OF_THE_MAMMARY_GLAND",0.328010645375915,0.628158865641951,-0.400814448030413,-1.10764215441708,1971,18,"3688;2064;7039;999;59;3815;4072;5617"
"REACTOME_EPH_EPHRIN_SIGNALING",0.334066305818674,0.628158865641951,-0.433885589357658,-1.10056044154838,1974,13,"2041;1969;2051;1942;1945;4318"
"REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION",0.331886155330439,0.628158865641951,0.431275235257201,1.09840697684562,1375,11,"634;1000;5054;4233;5829;10159"
"REACTOME_RSV_HOST_INTERACTIONS",0.329828850855746,0.628158865641951,0.410790218069448,1.09882127277252,1348,13,"23586;929"
"REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS",0.347700170357751,0.648254554904282,-0.441046801277465,-1.09205545809005,2040,12,"2041;1969;2051;1942;1945;4318"
"REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION",0.351879327398615,0.650533210316768,0.377541544603078,1.07480379049094,1422,16,"929;5721;5720"
"REACTOME_CDC42_GTPASE_CYCLE",0.368344627299129,0.675298483381736,0.406918006530146,1.0660610956151,1521,12,"3930;752;392;10788"
"REACTOME_DIFFERENTIATION_OF_KERATINOCYTES_IN_INTERFOLLICULAR_EPIDERMIS_IN_MAMMALIAN_SKIN",0.378877575183519,0.688868318515489,0.426273586745919,1.0559057895755,1599,10,"26018;3880"
"REACTOME_NEUTROPHIL_DEGRANULATION",0.388002773925104,0.699677133307565,0.234643648102271,1.02151212911299,1118,118,"684;2896;929;410;8836;1512;8804;634;1075;2720;5806;411;5657;3920;3303;2517;29952;8778;967;30;10970;2683;4048;2919;10159;55313;6727;6282;4317;10288;4282;976;2268;9588;124583;4332;2990;5328;2352"
"REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH",0.419606914515747,0.72391235813367,0.412495824640617,1.02177742876047,1771,10,"6648;5052;3725;841;351"
"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS",0.425981873111782,0.72391235813367,-0.385000795049494,-1.03125596440029,2537,16,"3688;7252;3678;1081;133"
"REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS",0.407476319350474,0.72391235813367,-0.412016753840719,-1.0450896541726,2408,13,"3339;4023;5948;55937;2817"
"REACTOME_RAC2_GTPASE_CYCLE",0.42350936967632,0.72391235813367,-0.41894254828433,-1.03732414599746,2485,12,"4162;3688;1829;1969"
"REACTOME_SARS_COV_2_HOST_INTERACTIONS",0.408760890609874,0.72391235813367,0.393324466301498,1.0304481609283,1688,12,"23586"
"REACTOME_SIGNALING_BY_NOTCH",0.423414130995358,0.72391235813367,0.327610067646007,1.01580975077377,1641,22,"3002;5045;1956;2324;3725;2683"
"REACTOME_SIGNALING_BY_SCF_KIT",0.427766393442623,0.72391235813367,-0.427331554232613,-1.0323518189979,2504,11,"3815;4254;4318"
"REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR",0.423299565846599,0.72391235813367,0.401570960069235,1.0227537038513,1754,11,"1200;7709;6347"
"REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES",0.436324167872648,0.730880929332043,0.397576132058735,1.01257934975138,1808,11,"23586"
"REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR",0.438528557599226,0.730880929332043,0.383737517831669,1.00533186569109,1811,12,"5534;4067;5777;4794;933;27071;118788;5682;4772;8517;4775;974"
"REACTOME_RHO_GTPASE_EFFECTORS",0.44188921859545,0.730944572112775,0.353075847772209,1.00515364452232,1786,16,"55845;8379;10726"
"REACTOME_RHOA_GTPASE_CYCLE",0.44523273922824,0.730979124106066,-0.439045906578986,-1.03016815203211,2572,10,"4162"
"REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING",0.450122249388753,0.733532554559449,0.372632673714726,0.996753794995723,1840,13,"3965;3600;3568"
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES",0.455121272980071,0.736225588644233,-0.299994582519699,-1.00488072001451,2945,42,"3688;3816;2064;7039;999;59;3815;1277;3910;5967;3963;4072;5617;11005"
"REACTOME_SIGNALING_BY_WNT",0.466946308724832,0.749840787733307,-0.367577459714442,-0.999571567606657,2782,17,"4919;284654;9101;6422;7483"
"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS",0.484963296234904,0.756680320366517,0.394241119753707,0.976559406400172,2047,10,"55845"
"REACTOME_GPCR_LIGAND_BINDING",0.482645122681029,0.756680320366517,0.255028023184294,0.986213274582551,1612,58,"3627;6354;6373;84432;117;51083;1392;6347;5020;6352;2919;10563;2921;351"
"REACTOME_METABOLISM_OF_STEROIDS",0.477017114914425,0.756680320366517,0.36490820427403,0.976091639547603,1950,13,"5641;3930;3290"
"REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS",0.480489417989418,0.756680320366517,-0.35073320278107,-0.984517829075502,2905,19,"3604;7293;60401;10913;8764;356;7132;939;8600;4982"
"REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS",0.518966096005371,0.771436088656632,-0.358772371279858,-0.961000996626065,3091,16,"3575;7039;3482"
"REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS",0.518791946308725,0.771436088656632,-0.353168862464915,-0.960389556416658,3091,17,"3575;7039;3482"
"REACTOME_DENGUE_VIRUS_ATTACHMENT_AND_ENTRY",0.517623363544814,0.771436088656632,-0.359572672589227,-0.963144668818995,3083,16,"3339;558;7301;30835;26762;945;91937;2817"
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_INTEGUMENTARY_SYSTEM",0.512262465486438,0.771436088656632,-0.325612357738902,-0.966763086933824,3153,24,"3688;2064;7039;999;59;3815;3963;4072;5617;11005"
"REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT",0.504205838693716,0.771436088656632,0.333550027141183,0.967594572590917,2037,17,"634;1435;1000;5054;4233;5829;10159"
"REACTOME_RAC1_GTPASE_CYCLE",0.517195767195767,0.771436088656632,-0.341622966320071,-0.958945142623728,3127,19,"4162;3688;347902;1969"
"REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_RSV_ATTACHMENT_AND_ENTRY",0.50675349734684,0.771436088656632,0.376874745384838,0.959855368186741,2100,11,"5045;929;1956"
"REACTOME_MAPK1_MAPK3_SIGNALING",0.527667984189723,0.779107090749927,-0.274988128064378,-0.962081972854097,3470,53,"2676;2064;7039;2675;8074;5159;2250;3815;2263;4254;2323;2069;3572;4747;1438;3567;3563;9965;5623;5588;5156;3082"
"REACTOME_VISUAL_PHOTOTRANSDUCTION",0.533906882591093,0.78306342780027,-0.360666355047445,-0.94936327387086,3164,15,"3339;4023;5948;55937;2817"
"REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS",0.542198308993082,0.789957801181974,-0.281611606418635,-0.952035408158913,3526,44,"652;26085;3816;8404;8074;1114;3491;3490;3487;7857;10272;10232;3484;3489;5069;56955;1471;7184;3371;174;3485;91851;8614"
"REACTOME_DISEASES_OF_GLYCOSYLATION",0.545841881016254,0.790034301470894,-0.297006673825145,-0.94744272093444,3458,33,"10418;3339;94025;4969;7058;170689;2817;4854;170690;11095;4351;56667"
"REACTOME_REGULATED_NECROSIS",0.549624060150376,0.79030910609858,0.318892880752371,0.937362899003397,2192,18,"3002;834;3606;8743;841;836;11140;7157;8772;581"
"REACTOME_SIGNALING_BY_ERBB2_IN_CANCER",0.565001183992422,0.807144548560604,0.370822932246199,0.918551121253286,2385,10,"2065;1956"
"REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION",0.573240866035183,0.813632196953162,-0.364332081191844,-0.924136422093085,3388,13,"7031;7039;7033"
"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS",0.584572054451573,0.822940279082596,-0.28502548033272,-0.931041074794619,3735,37,"5360;7031;3480;7039;4316;7033;2069;2172;27329;4314"
"REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY",0.587280108254398,0.822940279082596,-0.360993635521722,-0.915668380445898,3471,13,"8742;51330;8792;4055;115650;7186;8600"
"REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING",0.595710881652105,0.829470847870019,0.280585600620733,0.915366273104777,2249,27,"8809;3557;834;177;3606"
"REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION",0.619150988904969,0.846044829559584,0.34621904084158,0.881778917239235,2566,11,"84661;11168;54737;5435"
"REACTOME_MAPK_FAMILY_SIGNALING_CASCADES",0.617259946156147,0.846044829559584,-0.257226443840421,-0.91829318496603,4126,59,"2676;2064;7039;2675;8074;5159;2250;3815;2263;4254;2323;2069;4319;3572;4747;1438;3567;3563;2309;9965;5623;5588;5156;3082"
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES",0.614203778677463,0.846044829559584,-0.339066902106389,-0.892508158135868,3640,15,"8794;355"
"REACTOME_SIGNALING_BY_MET",0.655108254397835,0.889653184984714,-0.343042880689488,-0.870135891815572,3872,13,"3688;1277;3910;10653;9101"
"REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM",0.672876804296744,0.908177281872906,-0.319093300240952,-0.854717375405297,4008,16,"3339;4969"
"REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES",0.716754192783331,0.9428897688007,-0.31934404637946,-0.82470260845722,4230,14,"4322;4316;80781;7177;4319;4314;4318;1515"
"REACTOME_DISEASES_OF_METABOLISM",0.708259587020649,0.9428897688007,0.231468468075956,0.885965705052779,2400,55,"6948;653509;2720;411;1463;51181;100;95;729238;2678;2683;6385;10020"
"REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING",0.722738386308068,0.9428897688007,0.303405110582309,0.811577236046497,2955,13,"2065;1956"
"REACTOME_O_LINKED_GLYCOSYLATION",0.724310776942356,0.9428897688007,0.280880375284032,0.825627847910007,2889,18,"6480;6482;2590"
"REACTOME_SIGNALING_BY_NTRKS",0.712151728768043,0.9428897688007,-0.310401804093574,-0.831436495581676,4242,16,"5802;4916;4915"
"REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT",0.712280108254398,0.9428897688007,-0.326359664613614,-0.827818543414824,4210,13,"284654;9101;6422;7483"
"REACTOME_SIGNALING_BY_ERBB2",0.731467844869907,0.946605446302232,0.291832263305907,0.815379423324395,2979,15,"2065;1956"
"REACTOME_ATTACHMENT_AND_ENTRY",0.765198087431694,0.947035927688495,-0.323696373855449,-0.781988919476788,4480,11,"8829;3339;26762;2817"
"REACTOME_BIOLOGICAL_OXIDATIONS",0.748079470198675,0.947035927688495,0.2572974355558,0.829819719818118,2823,26,"216;1066;127;95;80146;2678;2938;2940;191;23491"
"REACTOME_EARLY_SARS_COV_2_INFECTION_EVENTS",0.765198087431694,0.947035927688495,-0.323696373855449,-0.781988919476788,4480,11,"8829;3339;26762;2817"
"REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE",0.740342298288509,0.947035927688495,0.299609739716248,0.801425012205119,3027,13,"5045;255738"
