"Protein","logFC_Unadjusted","adj.P.Val_Unadjusted","Regulation_Unadjusted","Significant_Unadjusted","logFC_Adjusted","adj.P.Val_Adjusted","Regulation_Adjusted","Significant_Adjusted","Status","Direction_Consistent","Direction_Change","logFC_Change"
"OID21453",0.865915788146275,1.05397920859553e-06,"Up",TRUE,0.877676799534931,1.31197483251412e-05,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0117610113886553
"OID21458",-0.725889289617483,1.27884166728053e-13,"Down",TRUE,-0.547124054961791,1.25057864297553e-08,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.178765234655693
"OID21460",-0.636735372005042,2.56421264810068e-10,"Down",TRUE,-0.588905143012395,2.65539021192475e-08,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.047830228992647
"OID21463",-0.664091828499366,2.62565716242552e-07,"Down",TRUE,-0.542397346398769,0.000101906364241876,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.121694482100597
"OID21466",1.39966582597729,2.27163750549455e-23,"Up",TRUE,1.33680034573918,7.37897331957667e-18,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0628654802381114
"OID21481",1.75213094577553,5.09393009841278e-36,"Up",TRUE,1.67561296710324,6.8576249547126e-29,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0765179786722869
"OID21498",0.602105666246318,8.97540562421206e-06,"Up",TRUE,0.549619039935723,0.000494538319876828,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.052486626310595
"OID21499",-1.00446188734762,1.34313235889105e-08,"Down",TRUE,-0.813855057186849,1.98419201961591e-05,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.190606830160771
"OID21514",0.757996914670026,2.0658622750811e-18,"Up",TRUE,0.738567637242181,9.90307772334615e-16,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.0194292774278452
"OID21517",-0.767435245901636,1.39560710884385e-12,"Down",TRUE,-0.650324681673339,1.01106871937606e-08,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.117110564228297
